Time,Time Code,Country Name,Country Code,"Population, total [SP.POP.TOTL]",Population growth (annual %) [SP.POP.GROW],Surface area (sq. km) [AG.SRF.TOTL.K2],Poverty headcount ratio at national poverty lines (% of population) [SI.POV.NAHC],"GNI, Atlas method (current US$) [NY.GNP.ATLS.CD]","GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]","GNI, PPP (current international $) [NY.GNP.MKTP.PP.CD]","GNI per capita, PPP (current international $) [NY.GNP.PCAP.PP.CD]",Income share held by lowest 20% [SI.DST.FRST.20],"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]","Fertility rate, total (births per woman) [SP.DYN.TFRT.IN]","Adolescent fertility rate (births per 1,000 women ages 15-19) [SP.ADO.TFRT]","Contraceptive prevalence, any methods (% of women ages 15-49) [SP.DYN.CONU.ZS]",Births attended by skilled health staff (% of total) [SH.STA.BRTC.ZS],"Mortality rate, under-5 (per 1,000 live births) [SH.DYN.MORT]","Prevalence of underweight, weight for age (% of children under 5) [SH.STA.MALN.ZS]","Immunization, measles (% of children ages 12-23 months) [SH.IMM.MEAS]","Primary completion rate, total (% of relevant age group) [SE.PRM.CMPT.ZS]","School enrollment, secondary (% gross) [SE.SEC.ENRR]","School enrollment, primary and secondary (gross), gender parity index (GPI) [SE.ENR.PRSC.FM.ZS]","Prevalence of HIV, total (% of population ages 15-49) [SH.DYN.AIDS.ZS]",Forest area (sq. km) [AG.LND.FRST.K2],"Water productivity, total (constant 2010 US$ GDP per cubic meter of total freshwater withdrawal) [ER.GDP.FWTL.M3.KD]",Energy use (kg of oil equivalent per capita) [EG.USE.PCAP.KG.OE],CO2 emissions (metric tons per capita) [EN.ATM.CO2E.PC],Electric power consumption (kWh per capita) [EG.USE.ELEC.KH.PC],GDP (current US$) [NY.GDP.MKTP.CD],GDP growth (annual %) [NY.GDP.MKTP.KD.ZG],"Inflation, GDP deflator (annual %) [NY.GDP.DEFL.KD.ZG]","Agriculture, forestry, and fishing, value added (% of GDP) [NV.AGR.TOTL.ZS]","Industry (including construction), value added (% of GDP) [NV.IND.TOTL.ZS]",Exports of goods and services (% of GDP) [NE.EXP.GNFS.ZS],Imports of goods and services (% of GDP) [NE.IMP.GNFS.ZS],Gross capital formation (% of GDP) [NE.GDI.TOTL.ZS],"Revenue, excluding grants (% of GDP) [GC.REV.XGRT.GD.ZS]",Start-up procedures to register a business (number) [IC.REG.PROC],Market capitalization of listed domestic companies (% of GDP) [CM.MKT.LCAP.GD.ZS],Military expenditure (% of GDP) [MS.MIL.XPND.GD.ZS],Mobile cellular subscriptions (per 100 people) [IT.CEL.SETS.P2],High-technology exports (% of manufactured exports) [TX.VAL.TECH.MF.ZS],Merchandise trade (% of GDP) [TG.VAL.TOTL.GD.ZS],Net barter terms of trade index (2000 = 100) [TT.PRI.MRCH.XD.WD],"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",Total debt service (% of GNI) [DT.TDS.DECT.GN.ZS],Net migration [SM.POP.NETM],"Personal remittances, paid (current US$) [BM.TRF.PWKR.CD.DT]","Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",Net ODA received per capita (current US$) [DT.ODA.ODAT.PC.ZS],GDP per capita (current US$) [NY.GDP.PCAP.CD],"Foreign direct investment, net (BoP, current US$) [BN.KLT.DINV.CD]","Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]"
2012,YR2012,"Yemen, Rep.",YEM,24473176,2.757339123,527970,..,30836210586,1260,81652542721,3340,..,65.92,4.439,67.672,..,34.4,55,..,63,69.84921265,46.91278076,0.767949998,0.1,5490,7.748258082,244.4377469,0.804145731,193.8040245,35401341663,2.392885682,5.893274544,8.43814382,46.54400221,..,..,..,..,6,..,4.573884277,56.7968737,0.673180158,60.9383684,180.7779662,7586177349,0.751819995,-75010,337707048,-14239188.36,29.08572256,1446.536472,14239188.36,9.885387145
2012,YR2012,Zambia,ZMB,14465148,3.102914035,752610,..,24444804629,1690,48670115553,3360,..,58.502,5.233,136.696,..,..,75.1,..,82,88.02960968,..,..,12.4,463196.4,14.64289437,630.3300181,0.277909358,733.2106108,25503060420,7.597593211,6.992016281,9.321639536,32.01065039,40.08291099,39.0177935,31.75492933,16.6680893,8,..,1.357851911,72.75884453,3.97659305,71.24635123,183.3142125,5722066853,0.919403588,-50000,96922000,1731500000,66.16869835,1763.069442,-2433397000,6.575899708
2012,YR2012,Zimbabwe,ZWE,13115149,1.698083731,390760,..,14578185559,1110,27130426246,2070,..,55.032,4.058,108.843,..,..,73.8,..,97,97.09030914,51.55099106,0.967029989,14.7,178131.4,4.635715585,824.2417985,0.923359696,608.7616694,17114849900,16.66542877,4.028576874,8.044517527,25.33061187,25.1632537,48.99928103,9.856976893,20.39504874,10,..,1.859608531,96.17835099,6.219149744,63.22579551,105.5126027,8892701400,4.979806678,-622997,9889460.919,349850000,76.36893998,1304.968011,-349850000,3.725326661
2013,YR2013,Afghanistan,AFG,32269592,3.494591927,652860,..,21249374021,660,65266760469,2020,..,62.525,5.359,94.429,..,..,76.8,24.6,57,..,53.57513046,0.655330002,0.1,12084.4,..,..,0.263715761,..,20561069558,5.600744658,4.822785479,22.81066274,20.44460531,..,..,..,9.405609332,4,..,1.076949768,52.08357627,..,44.10762764,141.4616782,2587774890,0.121848449,..,444730790.5,48311346,159.6716822,637.165464,-47774027.01,7.385771784
2013,YR2013,Albania,ALB,2895092,-0.183211385,28750,..,13156878985,4540,31131627755,10750,..,77.554,1.69,20.5124,..,..,10.4,..,99,89.53917694,96.25608063,0.981589973,0.1,7863.405,..,801.329975,1.654524278,2533.252829,12776217195,1.00198715,0.288751645,19.56517622,23.0613369,28.91635374,46.95742792,28.05253558,22.30495529,5,..,1.408982101,126.9369686,0.890238032,56.81650436,95.36762977,8647043654,4.244288019,..,190551293.6,1254150556,93.25438051,4413.060861,-1225674342,1.937620802
2013,YR2013,Algeria,DZA,38140135,2.002703605,2381740,..,2.10001E+11,5510,4.8724E+11,12770,..,75.661,2.99,11.259,57.1,96.6,25.8,..,95,106.0316772,..,..,0.1,19408,..,1247.494955,3.406123235,1278.915242,2.09755E+11,2.8,-0.093304378,9.851117128,44.25329676,33.20989789,30.40092579,43.41116148,..,13,0.08430496,4.844508917,103.6101395,0.569126975,57.21055428,283.1411813,5245600941,0.262646984,..,38715810.2,1691886708,5.333489202,5499.587331,-1963635050,3.25423911
2013,YR2013,American Samoa,ASM,55717,0.086186779,200,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,173.4,..,..,..,..,638000000,-2.5,2.243589744,..,..,71.78683386,102.0376176,..,..,..,..,..,..,..,135.8934169,132.2702142,..,..,..,..,..,..,11450.7242,..,..
2013,YR2013,Andorra,AND,80770,-2.030744369,470,..,..,..,..,..,..,..,..,..,..,..,3.9,..,95,..,..,..,..,160,..,..,5.942800545,..,3193704343,-3.547596515,0.4484922,..,..,..,..,..,..,..,..,..,79.14799317,23.59804612,..,..,..,..,..,..,..,..,39540.72481,..,..
2013,YR2013,Angola,AGO,26015786,3.551997427,1246700,..,1.24419E+11,4780,1.85392E+11,7130,..,58.054,5.953,164.0252,..,..,98.6,..,59,..,..,..,1.8,704928.14,..,533.7608866,1.261541742,280.2144821,1.3671E+11,4.954544646,2.839789071,6.50749254,53.36285398,50.74708439,36.06484639,26.14296935,35.70586382,8,..,4.455239422,51.06592034,..,69.18154846,250.0730995,54932638465,5.348069463,..,2395965856,-7120017424,10.97564412,5254.881126,8041583617,8.777814293
2013,YR2013,Antigua and Barbuda,ATG,91510,1.21265579,440,..,1154411975,12620,1663882355,18180,..,76.218,1.998,46.1564,..,100,8.5,..,96,..,..,..,..,85.82,..,..,5.136050705,..,1181448148,-0.600876397,-0.94654445,2.017298294,15.68226063,80.59161544,75.61968833,23.73107705,..,9,..,..,124.9595699,..,48.41515905,60.40094646,..,..,..,2222448.148,134288999.6,17.37515062,12910.59063,-134288999.6,1.059497824
2013,YR2013,Argentina,ARG,42202935,1.1191092,2780400,..,5.41953E+11,12840,8.29354E+11,19650,5,75.756,2.322,63.41,81.3,97,12.7,..,94,101.6450119,105.0414124,1.03136003,0.4,295438,..,1967.021678,4.359886344,2967.376558,5.52025E+11,2.405323781,23.94879842,6.052918437,24.00588144,14.61717339,14.71675561,17.3057789,21.56528296,14,9.619994839,0.83773643,159.6394613,7.485894854,27.24604172,156.4980784,1.50225E+11,2.928250922,..,887803486.6,9821661858,0.822928537,13080.25473,-8931688999,..
2013,YR2013,Armenia,ARM,2897593,0.461930535,29740,..,11911914318,4110,30249264889,10440,8.6,74.056,1.728,24.1716,..,100,15.9,..,97,..,85.89755249,1.02907002,0.2,3299.36,..,1000.955276,1.89812717,1931.258117,11121465767,3.3,3.366824642,18.43476288,26.70904814,28.35348514,49.20156302,22.15249007,24.11681675,4,..,3.997244557,115.4848446,3.027848224,53.56308354,117.2178455,8681090933,17.34258497,..,355297861.2,346092394.4,96.75616463,3838.17388,-315829524.3,5.789667785
2013,YR2013,Aruba,ABW,103165,0.58329043,180,..,2528399467,24510,3570231618,34610,..,75.441,1.813,27.3444,..,..,..,..,..,96.57064056,..,..,..,4.2,..,..,..,..,2727849721,4.198232323,3.286685576,..,..,76.54831163,85.34296869,23.82585502,..,..,..,..,134.5495788,5.140044047,60.70631338,110.5874877,..,..,..,66652368.72,226371388.8,..,26441.61994,-221951574.3,-2.372065243
2013,YR2013,Australia,AUS,23128129,1.72115144,7741220,..,1.52686E+12,66020,1.03522E+12,44760,..,82.14878049,1.855,12.1846,..,99.3,4.1,..,94,..,..,..,0.1,1316751.4,..,5468.391369,16.398646,10220.8873,1.57618E+12,2.584897702,-0.124199304,2.278906495,25.12798549,19.95616761,21.25226273,27.89579166,24.46841679,3,86.66232656,1.6398607,107.2461548,18.08936181,31.41263033,176.8117884,..,..,..,6966095311,53997299140,..,68150.10704,-54767994546,2.449888641
2013,YR2013,Austria,AUT,8479823,0.589387255,83879,14.1,4.29924E+11,50700,4.07467E+11,48050,8.1,81.13658537,1.44,8.2392,65.7,98.5,3.9,..,92,97.60601044,99.19738007,0.972970009,..,38739.94,..,3919.044419,7.753699576,8509.61158,4.30069E+11,0.025504712,1.62388807,1.254721216,25.52494179,53.4412933,50.62512079,23.72339,44.8594734,8,27.36107195,0.750825383,155.1157881,15.37014895,83.34319358,87.99885103,..,..,..,3895700779,451107665.2,..,50716.70871,10579892540,2.000156169
2013,YR2013,Azerbaijan,AZE,9416801,1.293447027,86600,..,69737335416,7410,1.52856E+11,16230,..,71.768,1.98,50.5596,..,99.9,30.4,4.9,98,88.08940887,..,..,0.1,10597.3,..,1474.003433,3.333403775,2092.536521,74164435946,5.843415762,0.413164057,5.36626448,57.05441545,48.41583308,26.26001169,25.65793544,40.40579561,3,..,4.54092331,107.9339038,13.77614203,56.6632773,204.7015126,10573141207,2.772965516,..,1902602000,2619437000,-7.521662806,7875.756953,-1141550000,2.415717453
2013,YR2013,"Bahamas, The",BHS,367162,0.980106184,13880,..,10441127334,28440,11664057031,31770,..,72.62,1.81,32.2378,..,98,14.6,..,92,79.21592712,76.89482117,1.010849953,..,5098.6,..,..,8.470375475,..,10568400000,-2.678979525,1.294892316,0.919722948,12.82597176,39.63797737,45.29730139,28.97789637,13.08629231,7,..,..,78.16564035,..,38.99360357,77.82097757,..,..,..,138725000,382252000,..,28784.02449,-382252000,1.034670351
2013,YR2013,Bahrain,BHR,1315029,1.153907053,770,..,31282350546,23790,65227977633,49600,..,76.484,2.098,13.868,..,99.8,7.8,..,99,94.48236847,96.67333984,1.014459968,..,5.68,..,10419.81584,21.87024012,18693.12388,32539468085,5.41683981,0.384140011,0.274789045,47.94537566,104.8048033,87.06775078,25.9405926,..,7,..,4.141451788,168.0717065,0.592039173,98.1177686,134.710081,..,..,..,2165957447,3727712766,..,24744.29696,-3196063830,3.300011569
2013,YR2013,Bangladesh,BGD,152761413,1.155950914,148460,..,1.58833E+11,1040,5.18842E+11,3400,..,70.93,2.188,87.4764,61.8,36.5,41.6,35.1,91,..,60.16873932,..,..,18853.768,..,222.061405,0.396566115,301.967618,1.4999E+11,6.013605658,7.174953427,15.493278,26.30707016,19.53787411,26.75852861,28.38962075,11.16041237,9,34.1078713,1.258197522,76.29745621,0.299088588,44.13547632,61.95916945,31502704575,1.16140499,..,19553597.14,2602962095,17.23989086,981.8608514,-2056085293,7.530406409
2013,YR2013,Barbados,BRB,284294,0.209862188,430,..,4452584650,15660,4178206525,14700,..,78.633,1.63,40.8772,..,98.6,14.5,..,87,..,..,..,1.1,63,..,..,5.205878422,..,4677000000,-1.406563965,2.900726799,..,..,41.98059333,45.90362733,16.52353004,24.73188345,8,85.21402609,..,108.2350789,..,47.38079966,114.842975,..,..,..,63896785.98,104089451.2,..,16451.27931,-77793292.94,1.81410436
2013,YR2013,Belarus,BLR,9465997,0.015868579,207600,5.5,66337138673,7010,1.72894E+11,18260,9.5,72.47073171,1.668,19.9998,..,99.8,4.5,..,99,100.2649384,105.4282608,0.984350026,0.3,86321,..,2881.507357,6.33108166,3648.32146,75527984234,1.003470841,21.25729561,6.809122268,35.90385104,58.33357811,61.48238713,38.79802621,28.72201087,6,..,1.285766194,117.9437886,4.595599079,106.2202319,116.9938253,39573470268,6.410985902,..,150800000,2246100000,11.31840623,7978.872615,-1983900000,18.31226104
2013,YR2013,Belgium,BEL,11159407,0.471340144,30530,..,5.3427E+11,47880,4.9935E+11,44750,8.6,80.58780488,1.76,5.7534,66.75316634,..,4.2,..,96,..,160.9192352,1.082190037,..,6895.28,..,4997.463306,8.65727005,7989.671853,5.21643E+11,0.459242193,1.271258155,0.681174913,19.87919976,79.3243484,78.52649664,22.4281969,42.81526166,5,71.75899896,1.010348682,110.4106783,12.04661106,176.4496991,94.14823319,..,..,..,4548072301,-29640924980,..,46744.66254,17271778736,1.11309594
2013,YR2013,Belize,BLZ,345707,2.254274143,22970,..,1444093754,4180,2309933752,6680,..,73.452,2.539,71.8406,..,94.2,16.9,..,99,101.6987762,80.07402802,0.989560008,..,13562.54,..,..,1.446311472,..,1579411253,1.300691197,2.379297174,13.7116806,17.01068577,65.36005591,66.59282343,18.0899526,27.53013719,9,..,1.105347495,50.50836672,..,97.31474289,91.88191339,1248681044,9.275436121,..,31523217.67,92247730.94,148.3047796,4568.641228,-91563206.3,..
2013,YR2013,Benin,BEN,10004594,2.790716434,114760,..,12214953761,1220,26561886938,2650,..,60.092,5.183,94.3112,..,..,104,..,68,78.60559845,55.96561813,0.834890008,1.1,34851.5,..,406.2479697,0.501769487,96.7555505,12517845128,7.191433721,1.397298395,25.27540464,17.24370929,27.57056532,31.62962651,18.86187235,..,8,..,0.939211742,96.23029067,1.275855655,39.87906823,121.3540647,2024309007,0.677517196,..,101062518.8,360343380.3,65.98968556,1251.209707,-301753783.2,0.428888889
2013,YR2013,Bermuda,BMU,65001,0.312791571,4290,..,6614504761,101760,4691734061,72180,..,80.57243902,1.63,..,..,..,..,..,..,98.23609161,77.01531219,1.066409945,..,10,..,..,..,..,6465756000,-0.279708545,1.657273194,0.328283344,5.299009118,51.61319109,24.6569156,10.89311134,..,..,22.68876215,..,146.4604106,12.60000423,15.83728183,99.5818938,..,..,..,218784177.2,54904045.83,..,99471.6389,-4328580.312,..
2013,YR2013,Bhutan,BTN,710235,1.22581161,38394,..,1714626354,2410,5275721526,7430,..,69.662,2.107,26.428,..,89,36.1,..,94,96.63999176,75.61264801,1.038370013,..,27112.24,..,..,1.196786979,..,1756215665,2.119972633,5.86984322,14.09121578,43.36691194,41.43022537,63.76908105,47.01961355,20.45508088,8,..,..,76.64159992,..,82.73471356,118.9365529,1528150602,4.751239191,..,57949829.29,20433631.07,192.6123087,2472.724753,-20433631.07,7.006666667
2013,YR2013,Bolivia,BOL,10542375,1.574579287,1098580,..,27255049589,2590,65495334663,6210,3.6,69.468,3.01,71.2912,..,73.5,34.6,..,87,94.44821167,89.89794922,0.986109972,0.2,524507.36,..,740.1699332,1.760514116,695.9532363,30659338886,6.796011428,5.995388369,9.966979477,28.5181929,44.09247953,37.138428,19.01772689,..,14,..,1.840906756,98.89329513,9.364909815,68.47831937,153.9457727,8141786947,1.913199178,..,172158814.2,1749612614,66.61686648,2908.200371,-1749612614,5.736400237
2013,YR2013,Bosnia and Herzegovina,BIH,3542598,-1.745364744,51210,..,18665130578,5270,39547535266,11160,..,76.569,1.309,11.574,..,..,6.5,..,92,..,..,..,..,21373.64,..,1821.827935,6.167789854,3474.286385,18178503835,2.349856663,-0.224122764,6.841390006,22.32367869,33.74304869,54.18819337,18.36998465,38.44867862,13,..,1.087055798,98.46759702,2.405615872,87.91702631,99.07157657,14735893448,5.835957912,..,48445049.04,313295008.3,147.1264936,5131.404646,-227032907.5,-0.093045684
2013,YR2013,Botswana,BWA,2062551,1.12138806,581730,..,15613701335,7570,29010796380,14070,..,64.976,3.002,47.7322,..,99.9,37.4,..,97,100.661171,..,..,22.7,160828,..,1203.316185,2.695690919,2126.492872,14901750991,11.34339697,2.309144521,2.29859284,31.48264728,61.52263966,61.03094241,29.40907561,38.79595658,9,..,2.056395497,157.4163123,0.387967427,109.1348259,81.95856791,2388280381,1.360194788,..,97489264.39,67136806.16,52.05689592,7224.912737,17496214.02,5.884607071
2013,YR2013,Brazil,BRA,201035904,0.873605696,8515770,..,2.5711E+12,12790,3.09035E+12,15370,3.5,74.483,1.764,63.0646,80.2,99.1,16.7,..,98,..,..,..,0.5,5069631.6,..,1461.076774,2.401859521,2568.829695,2.47281E+12,3.004846305,7.504539865,4.506904938,21.22482871,11.74223064,14.04374544,21.69376694,28.65154186,11,41.26708486,1.329446109,134.8514284,10.6506586,19.92027748,123.774555,4.83765E+11,3.36064367,..,1150189008,75211029129,5.748873497,12300.32482,-59567525425,6.204310666
2013,YR2013,British Virgin Islands,VGB,28850,0.681694348,150,..,..,..,..,..,..,..,..,..,..,..,..,..,..,93.90518951,94.50286865,0.998839974,..,36.28,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,185.1353694,..,..,54.67814093,..,..,..,..,1.13424E+11,..,..,..,..
2013,YR2013,Brunei Darussalam,BRN,404414,1.348520767,5770,..,18329057758,45320,33509559006,82860,..,75.075,1.978,13.6072,..,99.7,10.2,..,96,106.1239319,104.9133072,1.019090056,..,3800,..,7522.385476,17.35844951,9873.545426,18093829923,-2.126028517,-2.82132117,0.684659216,70.02517779,68.04187464,42.8950042,39.59097133,..,18,..,2.277507595,115.9222691,17.03421204,83.22726622,232.2713891,..,..,..,..,775641999.1,..,44740.85942,-778412341.1,0.389205053
2013,YR2013,Bulgaria,BGR,7265115,-0.559647217,111000,..,55165122298,7590,1.1786E+11,16220,5.7,74.86097561,1.48,42.9768,..,99.7,9.2,..,95,98.95879364,101.4531631,0.966939986,0.1,37946,..,2329.122801,5.48098688,4639.706323,55615397666,0.325769436,-0.668632343,4.482073971,23.21080449,64.80783261,65.25346944,21.08253874,33.08445443,7,..,1.460922343,143.8504446,8.284397487,114.8638735,106.6868538,51652241448,11.4188535,..,161950000,1989040000,..,7655.129708,-1637500000,0.890093541
2013,YR2013,Burkina Faso,BFA,17072791,2.981663984,274220,..,13218407264,770,27958185157,1640,..,58.937,5.606,113.1922,..,..,108.3,20.9,82,62.34405136,28.36595917,0.936890006,1,65664.4,..,..,0.173961012,..,13444301139,5.792584845,-2.129171178,23.64109279,24.09575158,27.07698545,36.95886585,23.70991501,16.8259532,3,..,1.390115736,65.84096268,13.99286081,49.99144195,128.3841555,2570910412,0.608766392,..,148953261.9,490403410.5,61.21318747,787.4694383,-432096421.4,0.533738507
2013,YR2013,Burundi,BDI,9540302,3.133498082,27830,64.9,2477681780,260,7074395515,740,6.9,59.148,5.897,59.67,..,..,75.2,..,98,70.719841,33.41146851,0.972280025,1.4,2453.6,..,..,0.042975579,..,2451625280,4.924195261,7.955459176,38.3671082,15.58468197,9.1,37.50001311,14.61992918,..,3,..,2.367638193,26.59070882,0.305334494,36.91428732,134.2280884,683609365,1.317995448,..,6978499.112,116727136.5,58.57571564,256.9756471,-116560393.8,7.937958075
2013,YR2013,Cabo Verde,CPV,511740,1.27811404,4030,..,1788290981,3490,2860973891,5590,..,71.661,2.463,77.6726,..,92.3,22.5,..,91,92.35906219,96.65943146,1.029049993,0.6,436.2,..,..,0.996599836,..,1850470042,0.802797601,1.42841089,8.279068071,17.51543391,40.49244284,54.84664594,31.62958465,26.5602749,9,..,0.530303913,97.59842735,..,42.90801698,95.36835366,1492658762,2.191253487,..,9847113.923,89297444,479.0714106,3616.03557,-56525170.52,1.506542857
2013,YR2013,Cambodia,KHM,15026330,1.64983634,181040,..,14539145937,970,43802730491,2920,..,67.888,2.682,49.0882,..,..,35.3,..,79,94.19036865,..,..,0.7,95437.84,..,396.9136176,0.37134816,221.544449,15227991395,7.356665149,0.781387552,31.59506243,24.06765417,62.3879358,67.65855087,20.00891695,13.74470323,12,..,1.596573701,134.8600177,1.212855098,106.5209428,70.01896927,7605902953,4.237987802,..,297255644.8,2068470774,53.78625532,1013.420536,-2006202368,2.94260016
2013,YR2013,Cameroon,CMR,22077300,2.71824869,475440,..,31500575216,1430,65020260624,2950,..,56.576,4.916,117.9272,..,..,97.2,..,83,..,53.4063797,..,4,207324.8,..,329.5873137,0.333827053,252.2047533,32357345501,5.40426571,2.041154858,13.89889921,27.63050269,25.56776428,30.03771287,23.05069431,16.48908598,7,..,1.214414615,70.95374098,3.325611149,34.50221218,153.8831113,5177990626,0.863897969,..,65130642.84,547404749.8,34.0603254,1465.63871,-704967129.3,2.05908684
2013,YR2013,Canada,CAN,35082954,1.056591259,9879750,..,1.8525E+12,52800,1.53045E+12,43620,6.7,81.74878049,1.587,10.8726,..,98,5.4,..,90,..,109.4859924,1.006389976,..,3471983.1,..,7743.725742,15.85812871,15750.81163,1.8466E+12,2.329122506,1.737448,1.894231512,26.61323518,30.33193867,31.89913623,24.90767507,16.95261766,2,114.4711752,1.004858419,80.34784611,15.77685709,50.58465852,116.0515976,..,..,..,5702499908,67027866778,..,52635.17496,-12563236013,0.938291898
2013,YR2013,Cayman Islands,CYM,59933,1.631714308,264,..,2638823987,44030,2247527709,37500,..,..,..,..,..,..,..,..,..,92.63455963,83.62963104,1.019299984,..,127.2,..,..,..,..,4405954638,1.27933102,1.378203316,0.340974026,6.923950601,..,..,..,..,..,..,..,163.5787226,..,23.40015013,62.71023127,..,..,..,..,68000092000,..,73514.66868,..,2.160611468
2013,YR2013,Central African Republic,CAF,4447945,0.259647553,622980,..,1670496471,380,3314143518,750,..,49.371,5.068,136.5868,..,..,135.8,..,25,..,..,..,4.5,225130,..,..,0.067446877,..,1691544111,-36.3919771,2.487486778,32.25890625,24.19130699,14.97295479,23.42633278,7.515324022,..,10,..,3.155823963,30.58266921,0.289135277,19.44968493,75.14970891,597605441.3,0.392562694,..,..,1852792.612,45.59858706,380.2978928,..,6.98879342
2013,YR2013,Chad,TCD,13220433,3.351068934,1284000,..,12850832969,970,19796873665,1500,..,52.386,6.262,174.794,..,..,136.8,..,57,37.66218948,24.67564964,0.695349991,1.4,51460,..,..,0.069589249,..,12953535496,5.700001363,-4.141367404,50.04519248,13.32971956,33.56559167,39.08332409,29.25254692,..,9,..,5.592313244,34.50146451,..,52.4953207,218.6156532,2910547099,0.971389111,..,..,520200751.3,34.74470135,979.8117426,..,0.222671565
2013,YR2013,Channel Islands,CHI,163039,0.607833549,198,..,..,..,..,..,..,82.071,1.569,8.3832,..,..,..,..,..,..,..,..,..,10.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2013,YR2013,Chile,CHL,17571511,0.978805917,756096,14.4,2.66319E+11,15160,3.74348E+11,21300,5.5,79.349,1.821,51.252,..,99.8,8.3,0.5,90,98.69904327,99.59391785,0.989639997,0.4,172477.52,..,2202.114719,4.720140459,3879.859848,2.78384E+11,4.045004298,1.976645267,3.381868051,31.1937573,32.19947338,32.77400322,25.62556817,20.90645656,8,95.24604974,1.986419474,134.6574258,6.962894716,56.08181987,196.4245918,..,..,..,310104616,22210440993,4.584693801,15842.93648,-12322101486,1.78955554
2013,YR2013,China,CHN,1357380000,0.493709634,9600001.3,8.5,9.19381E+12,6770,1.60534E+13,11830,6.2,75.321,1.647,7.4286,..,99.9,12.5,2.4,99,..,..,1.006090045,..,2064207.02,..,2213.759327,7.320485052,3773.405384,9.57041E+12,7.766150098,2.163370027,8.942893962,44.17670454,24.59925444,22.14512114,46.39894934,10.95623652,11,41.26411557,1.866943786,88.30574902,31.57912806,43.45682824,80.64771598,1.48049E+12,0.813190131,..,1714202599,2.90928E+11,-0.483689157,7050.646271,-2.17958E+11,2.621050017
2013,YR2013,Colombia,COL,46495492,0.906920982,1141749,..,3.6968E+11,7950,5.71016E+11,12280,3.5,76.105,1.905,71.9846,..,98.7,16.7,..,92,99.79444122,96.14040375,1.028339982,0.4,604039.12,..,723.8148163,1.673065423,1310.664698,3.82116E+11,5.13399352,1.907676432,5.392714954,32.74755529,18.08643972,19.90020908,22.18254485,24.49857035,9,53.04493476,3.274401004,108.17202,7.851086191,30.93850058,161.3126843,92639778395,2.731512777,..,277970422,16210419016,18.44243288,8218.347844,-8558338413,2.018098479
2013,YR2013,Comoros,COM,741511,2.408508535,1861,42.4,1104985440,1490,1955354402,2640,..,62.922,4.561,72.627,..,..,76.8,..,85,74.69879913,59.98247147,0.975329995,0.1,359.86,..,..,0.242747579,..,1116224107,4.499874215,1.71941432,30.78986256,11.64828999,9.048387214,30.19490806,16.35616975,..,9,..,..,46.86414792,..,27.32426204,101.7395736,147531331.2,0.052949986,..,..,4231644.417,109.5465925,1505.33722,..,-4.294873315
2013,YR2013,"Congo, Dem. Rep.",COD,71358804,3.33135585,2344860,..,29063367736,410,49142683508,690,..,58.381,6.363,128.3192,..,..,103.8,23.4,71,69.77172852,42.90813828,0.827769995,1,1338648.72,..,385.1692217,0.05114996,117.0283067,32679745298,8.481956636,2.771291418,19.31666763,41.28634596,36.44586131,41.02008384,21.84242344,..,12,..,1.146177977,39.56330156,..,38.24999212,128.7178601,6132474132,1.342471177,..,920031731.8,1697585831,36.21150951,457.9637475,-1697585831,0.808223101
2013,YR2013,"Congo, Rep.",COG,4622757,2.465044708,342000,..,17304532917,3740,27412885858,5930,..,62.022,4.676,117.1226,..,..,57.4,..,80,..,..,..,3.2,220390,..,567.8609107,0.865284504,213.0763092,17953617927,-0.712434452,-1.104562189,4.260083078,61.98930708,52.93434058,40.06863555,47.06459597,34.91024255,12,..,2.61779522,100.8003873,..,104.853518,225.819356,4012407160,2.512976819,..,56950849.87,1878325499,32.66232802,3883.746848,-595923361.8,4.631616197
2013,YR2013,Costa Rica,CRI,4742111,1.147570301,51100,20.7,47105063486,9930,68567781752,14460,4.1,79.234,1.838,58.5056,..,99,9.6,..,91,98.64965057,114.3926926,1.021389961,0.3,29202.98,..,1021.261628,1.640619547,1939.853369,50949672206,2.494766108,4.590211675,4.783350933,21.34497248,30.59164936,33.47476123,19.59046016,23.5886935,9,3.827247391,0,149.9751271,43.44138806,58.11028554,99.80970158,17134573111,6.695293733,..,402604637,3205384977,6.920968255,10744.09102,-2401451080,5.231336142
2013,YR2013,Cote d'Ivoire,CIV,22087506,2.47667885,322460,..,29272751494,1330,59653079619,2700,..,54.906,4.92,123.0558,..,..,96.9,..,69,53.29364014,..,..,3.2,36269.22,..,612.5489225,0.383021967,233.1634907,31273074528,8.889421302,3.710481797,20.97862591,25.95105232,41.53105069,38.59577894,20.71073361,16.01539944,6,37.79241465,1.37538725,87.79127782,4.397067999,78.44447778,144.5788389,9855282187,3.528038379,..,736281654.2,407592122.1,57.65521743,1415.871694,-413993564.5,2.581170373
